block_id	transaction_hash	index	time	value	value_usd	recipient	type	script_hex	is_from_coinbase	is_spendable
23405	26cf79d76f8ba0e992d2d3614d696d46e070d1208df0c14a2d4262191cb17245	0	2009-09-22 00:01:24	5000000000	0.5	1CywkjT3vqee4WBFVAJ1MGm3H4BhS2oBMW	pubkey	4104ad5c6619a17b6f90920506f7466bf31b51a0f2c619fb8970f6d07b0eb0d15111ee236fbb41ba1a9bbbb00b1eb81490dfd3e5c466551f8a5a77af08601877fc9cac	1	1
23406	b78af37de9b99746fe1cb263b00ab081cfa4c0f66d903adfcd92848d27075573	0	2009-09-22 00:23:42	5000000000	0.5	18LMjajyVRa9ZUerg7dQvwC838adH7WPGK	pubkey	41047d1744f1c94bba0a3e670c43f8470e9ced191ac0c1ca5c6c332562a6af268860331b5eb00753cd6768cb3105501e50d737249c27e73773d57535d417950865aeac	1	1
23407	72a1997576558935a1b1da32e464b7781fe04c28edf82216ff5bd61985c0af35	0	2009-09-22 00:30:50	5000000000	0.5	1AUMPrCXHT8jASPEHu3oSTyxutrrt61qUC	pubkey	4104d5b11bb101454fe8871e3baf9acf455cebcaddcb360c9c954a70d3107bc79af2d96212d0385de64955855536dc664ba2c14c82ae71d9c26f08103dea4c2219deac	1	1
23408	5e5ccf9258571ee9f589f93e0757609107b5a1f0db6f7b155d113fa7725c05f2	0	2009-09-22 00:41:42	5000000000	0.5	1GvZ5p4fk7jBjdanKZ7zydcq1SDL3ASxwP	pubkey	410417f97e0757f6436ba87fe847b16c6f6fa34b011db6817b81dd3e35e240c7fde2f3574df9fa92a15a1f48b5d7ad638f5edcf9f41bd82bc6bb26d649d83db659ecac	1	1
23409	dff50eb97fba1fa78e313aba87d8cc8f191218afa00ab3f97f044d861e728c02	0	2009-09-22 00:52:06	5000000000	0.5	1GZ43bhHCUQfLTQ1HSyLNDB83tT7U1LVCi	pubkey	4104c6bb74cc924d73c336737b343bf7f67e1556e80fc9703357d45eaf3e8e9275ac54fce82d08b0955eb0b85e5bda320c9901a144da46697f4781484e36366cd93aac	1	1
23410	f65bf00d4f94e96c06ab941c10f69bae6fcea340e5f3b947d1f67c67ae78a115	0	2009-09-22 00:56:29	5000000000	0.5	1KaJXr6urCCxmtDh7ToKGGSiJzbQ6eraFQ	pubkey	410473a17c797569bf5c7fcf157cdb8d306da04d7c8050979acf58a5de4da3a09330cf83d26cb2c5a9b39706535ed5e84fdf0af1fb1277587eef3ab140e44c15ff9fac	1	1
23411	4cddbbf2f236047242cf987dcf82c912e74cf82cf0aade6737a84a40c7c03f5b	0	2009-09-22 01:01:41	5000000000	0.5	1CGT2BkcZ6oBHMD58vdXuVcBHpNdUMuiNa	pubkey	410431b0137ed70ca38c1c704a6e5fbb85dc75438dfbbbb75a72dd389734aa76f09c8fff6a2b5f872eca0dc26fc955bdcc1466e44b5ff8afb11d912a87d597e4f18aac	1	1
23412	8548fdef8e2f2eb3456b36d46553d56b754a6a4c09234847b858e3ea7ce047a7	0	2009-09-22 01:55:50	5000000000	0.5	1Ehtk4aTaJjYMcpts5GDVuAjmFrp3XGhkT	pubkey	4104870a133cd5ddf5a528355a75e37acaffe0201ebec0b595d0ae664101be497a618a9ee1bb523e7568988d762cb09a961fd55d73ee71b49e6d580cf2000f7d8910ac	1	1
23413	afbbc827069a69ea19f47e82b420fd88ba510f5360a8de4086e72310fa625eea	0	2009-09-22 03:21:12	5000000000	0.5	165ZwFCB1efq3NRnDdWscGhCxPZGdZGrAH	pubkey	4104fa39cbed01f903862bd9e5721fb3965eba7f67447a557e0c05472e4dd6136672063b0174a0b7b08c0b2102ca6e651c6c5ff2d8fe62e9b55032920d23fcc038e1ac	1	1
23414	4746a4151947503ff487367c9b024c3a97e229db702a1893b68e689687d13747	0	2009-09-22 03:29:10	5000000000	0.5	1ACzN7qN4SVBvCgW22Lt4eVu5xN9yszntH	pubkey	4104c0acf9b3a85e34fb5d51926392b306e41456fb37a01ba5eab5c91d7f557d3235faa854fd51fa0499f2caa227df3a9457d93703c161b445077ad2438884cdec82ac	1	1
23415	b20f56c1c4038f38f6108766ba2b87bf61b047cb75a58fd261291af5a3e83e6d	0	2009-09-22 04:40:38	5000000000	0.5	1MuZ2t8ijgiXJovKGSGzqyKuhyx231LN34	pubkey	4104e0be4b29da367803d5ed6fffe53f46c127a6a547ec8d12c608864bb3f2e6d94731f4d3ad4dbaf3c83539f2515919b2e58a5a5f7f21e73f6f773fb498e3b73e9cac	1	1
23416	aaee109bcc76226d0b09e3f1e13637b390ab52a0b3b1eeba7600ff94430e169f	0	2009-09-22 04:46:10	5000000000	0.5	13GGA5PbTrd39DErfHKDeyStVX81BFb4YE	pubkey	41044411a78004d4ddd9c76f8504106e9b0600eb65ba67da89cf74d13dd73f48b74115b36e49031de751b3d26972635fd8e14dee8ae6b804ac7cdbd82fb8ac90ee4fac	1	1
23417	f085e9bcb97136a80f69820159eb8bd6bb874d64448dd1018d1d5a772eefeca9	0	2009-09-22 05:45:48	5000000000	0.5	1Lg5uRUcA3nYha1KXLZYmTp1rxJa37q53	pubkey	410452459b0df2183987e7bae50cd3db7b79570a2bc6390c7711bbd1bbfcf8e4c335206a9ffe52a83bc32c63c4485f5824a605badd9ee763473ac8a8d379d3cf7433ac	1	1
23418	83447ff7e123f15db08578fea51f2898e1ac6a4bf511bfb9b3dc6ef58dd0c009	0	2009-09-22 10:51:09	5000000000	0.5	1LsV8rWsAxHaBvfhQj35wqMixei2oMqApm	pubkey	41042ac0c336fcea99da9f1fc430c67c36ca4aba53ae1590edceab9045573ae137d6807147edd46f34467fad570cc84616722eed8575a55df28d6a4db938e9d8935eac	1	1
23419	1efbe2f07cd0de727bde105c10064099b36d44244c15060e3bb1e1699c7c708c	0	2009-09-22 11:42:07	5000000000	0.5	13HzbihgFgPmZ476Eqicb5PvitHQHALTjJ	pubkey	410482d59bece407f40833169a210f9df639c3c1c88212f9c80aed7b5f794e13a2d23b18b130b1e2ceb7f2567567804d017c486b5708c3ec509d0e2981139d32d975ac	1	1
23420	08a45a6151e9a2e648f5f9cfe3859879c3bdd8ec50d67d76ae88b8c6cc48808e	0	2009-09-22 11:46:02	5000000000	0.5	16kcuu4BYrr1kxoCYXXqdAzUe27KckPB6m	pubkey	410435b55d793d688f232509d7751fe136f79ba0e8781a88314de08debc7e37b8684f4e6627e712fd58fb3b3218e770db92136e77cd65935d098815343dddb56e827ac	1	1
23421	b6a8768bf60f9adbf4523b39a4aa196d4cc613adaad9c825c67a8c59639d4da1	0	2009-09-22 13:46:09	5000000000	0.5	1469yjFHrt8CSz2Xju7Y16cXKqLCUhimaH	pubkey	41044d9b03f9665251f236da5f1c8c426d2459d0ef55cdd357a264fc9ddbb0c49797d8efdd9b1aeddcd6d555a68b888dc85e1444b0df526cd442a7ffe62b456c6118ac	1	1
23422	ed32c761a9c57ce29e541e30172c67e70f68da49322c5cd4e9ad9a93f3ce6b2b	0	2009-09-22 13:47:43	5000000000	0.5	19kuYR7tdsaQmSKMHi7AUS9ovXsqX16hDJ	pubkey	41046af34ef18640400e41a257eaed1e2bd3c4c190743df9311cc7886a76e70f077d9ee1b274247b6db4761118b278d8093664f944c13321c9f01ab15cede13abfe3ac	1	1
23423	f5cb523b7495fdf9e2c52d901d3efd2af6be8f23f79d64d054ec8cf4eb8e33f6	0	2009-09-22 14:05:14	5000000000	0.5	17Dt7kxNnVorHuY9p1fU7sB9bfq7jXsAha	pubkey	4104af17f12270ef9c2b6360d865303877e10b5fbae4a8d1e6e9b05762707496bb84df2aaf9ab29709adc383b882dc801f212daa5c441a2ecf7b00efafd0130f21f5ac	1	1
23424	fc90ba0560521ba2012e2ca6380d5331fb249a237ff163c7559f231284adf13e	0	2009-09-22 14:20:32	5000000000	0.5	13CGBJcj3JnNbNkGjsMztJTr5c2fyTWJDR	pubkey	4104cdbb3055690ea6b9cc3235371319e44e34bd82966e40bcda716cc68b07db4b3ce1ec2291a637374be8e9983c0c1765d06fb63e7a2c6902ddefa8ce5347fe219fac	1	1
23425	60e77aec48fdacad8d1e54569932d3d97f2e3728064834d4fc8667be61d910fe	0	2009-09-22 17:03:31	5000000000	0.5	12sgE7XZpgAwGvw7XJrQRZQfoYhdwzNSR5	pubkey	4104ad7ce3a0740e2ca3338b00ac7a45bf62f726f374cc508e56dee668ab043c01f60ffe007cdb3b6170ba6e33c5376c317d00d708b7d7641360d06e5ea32ff5c976ac	1	1
23426	126efed138fe9c92d87c63285bd196a71f101a6545427e7dbc0fc8935462557d	0	2009-09-22 19:32:13	5000000000	0.5	1AvWwRnm9hKYVz2o6m4wxxXckuBdhz9A8f	pubkey	41041b42940da2494c1189f322498af158a4140214fcd88adbced9eaeb0866d0678f79dacbb4c9083f22a1bc040245ecbd7eb6f5d203794703a70e7d0649ee485d1bac	1	1
