block_id	transaction_hash	index	time	value	value_usd	recipient	type	script_hex	is_from_coinbase	is_spendable
40692	a1b8f3327b1467ffbfc4e25e729aaad5822fe6bf8af2a4d1a06b6b03700da523	0	2010-02-17 00:03:19	5000000000	0.5	15R6xebXcWAdiztXRdryqioTwmPi9rYoKP	pubkey	41044ab3dc39342c214e4e9aa5b8b2ce8558a20a5d65060f8f5396c58d565ef48436b7889abdd2ce07af0c5707b5c27c6df5b9b5f8153df0e86badf603ca74dbc85bac	1	1
40693	7bc17c35961f245417e85a0c8088029c3d920411c9744e4b2e3cd3b5c6d3baa6	0	2010-02-17 00:05:45	5000000000	0.5	14rRDQUjq7BvKmx4bcave69b13dXAnQzwM	pubkey	41044b47a0b7c7dd22092926159e987fe22b2c728f2ffb8bda7ce1f64ff4ca4a753c140bdcd73be57baefc73e7f41fcfadaab75a767ac0de6bbd561bd9b286b8ac0aac	1	1
40694	ffd46ee7bed85b9e178d1608bd2e92a0b111d60e47030d101e3fe1c3ce8e0451	0	2010-02-17 00:21:09	5000000000	0.5	17TpsZcraTzXMCi3vFeEPJ5tvK2XkdV5BN	pubkey	41047a91abdea097d0d747e79ee0648994c5c7f778300d106dcee0747a679204e7cb06351a5a1cc5817ff5e6a0755caa915226b83e93c38aa5622a86b44ab8a92541ac	1	1
40695	aee23f15508a2892403d6b2210461df2d0610d6c669ce34916908272d77247de	0	2010-02-17 00:26:14	5000000000	0.5	1EGKtbEHKk1E22xhPvAWZQ6pepv2JPdRKu	pubkey	4104706b39384536af3759f61dec4c213fd3f078ffc626a00eef1d07550d25340959420e66588fce133393ca793e24f0e8a74d83465e231d54732f47ffa7e14967ecac	1	1
40696	6bb3e1761d683e12a0ba937cf47ded9458a193d01427803275d35cc1bb1ca05e	0	2010-02-17 00:31:18	5000000000	0.5	16QSods11bKYwnT16VMJhv9jAqFWPMdG9k	pubkey	4104cb356dcb6766a79e25e6c3f6f7e2dbb7f85957e01870e64fea3a168f595c6bc37e3afd80b3edf7f2971dec258e2fba8631926309feb5cacca01f1ac024408c76ac	1	1
40697	f913b81042e47ef985ea66ad0f9b32faf2d788db08829f4bad23920e60bbbabf	0	2010-02-17 00:41:40	5000000000	0.5	1M5zaemksdRV8zm1RFUkbTjXenauyPwjsg	pubkey	4104d2fdcb46d0a3a677cd161c4cc84d3f1131a381702b28a4cfb7ff8ea2ce1b815950496c848eb2a1afcf9f3df22e1f984132d93e7b544d70ca539fdea2d45bc6d1ac	1	1
40698	52d3c66c3a4b5f0d5948f8fcb6137344b9959fb58db177764321793b8fa8e76b	0	2010-02-17 00:55:27	5000000000	0.5	1PBi55WjbdF29M9f52PHtm2R5bFcjgTvBe	pubkey	4104affe14b3b4252c97532fa1a97df604841a8238be21d173661f2096ecc84a9461b853924f15ecb4320e1889d2344ccaad02386322076d405611cb8a7def6d3ca7ac	1	1
40699	980acbcdd09ab4b334add395067b8a8d59edb7fb7c323568cbb29a31f420032f	0	2010-02-17 00:56:58	5000000000	0.5	18CMx5y3fkGu4PWP4cwz2U9C1Pit61GeGp	pubkey	4104b9f9f274635a8b9ad187ce481758db56bf2c3c4b6477930c1bb15d1b5424d33207125b2d4b2735cf27f9fcb0d0bfa1c98ec296d667c50aa5b133858a6ca0cc9bac	1	1
40700	0a8d9529ded31842a121064973f8dcdaab1ce082a4ff0bb94fb2ba47f0801e20	0	2010-02-17 00:57:17	5000000000	0.5	1BDEDkoqUA4e3Dht7WdB68mXJEzCzs39AP	pubkey	4104c67c1e9906d2bed4f310dbe3d2683f4bf6258e923da1ce736bacd8081305bc4791e6b9f4785d2ceac56fae9f98fe7640750b33c0d00d695c70cc3f03a3393df8ac	1	1
40701	d91c8879ccf4e9b01913bbbb824c9fc11c54c696365759c2e368be4d13817731	0	2010-02-17 01:19:53	5000000000	0.5	1ADPPBntVW6Qehj1HgSUdxPMSpYvU4hUaM	pubkey	4104e48d6727c85f434e78be8759b0c474d7cd93a69e8f8fec340c0cee40dac2209bb5a4ecd8b31f7fcee878166f6ddbc707884132a8c6bc7e9faed550becf065e09ac	1	1
40702	aef53fcd4966d74635140804210c252adea4834238db5460161bcfac75ef61f6	0	2010-02-17 01:27:42	5000000000	0.5	1BiBVuUUpvdsoyq533dSD2ESWQc3VJW9BJ	pubkey	4104820e605527dbec5ce03c882bb5de1de7096204d72d00e9d4ef8a6188abb84bbd3d98beca97f2bcc98af2ceb2ac3888b6e411c536d3f641b7a92080a42885128eac	1	1
40703	a66a4db72793d3ce7b612c8bbdb5feeeaedb0cc3ee3cc8ed01d0c4fbf4bf68f2	0	2010-02-17 01:28:30	5000000000	0.5	1ByfL4Mv4xAEzYbDeYqUaWHor58hvWSnGt	pubkey	4104c6eb6603a74f94f293c56c9f2024a6e37d126a299de2ae0c9ef7f7c01795787aaeb851c51b6abe27eed0ba8efb9b73753ce444ef00000ad11f26ada227d548d7ac	1	1
40704	e1de3caf24c84b0add222d613fb2f9f1109810a34a3da1ce7d07761725609031	0	2010-02-17 01:35:02	5000000000	0.5	1D63pxGrxd6MhkHU1vpRPpA2YMvKFRrG8W	pubkey	4104ddfa5e6d6b497d84e47f61e3a4bb37a18c817cec2ce76e3a4273ca620863615795ffa388550c7aeb88965d08bc747d9567c65e5e378ce1dc5ae81f07b3a27be0ac	1	1
40705	eb7f5b74779d99a211321dfb720a343f1af5f9b75930d56ec8b439f675138b5a	0	2010-02-17 01:35:19	5000000000	0.5	18Jg6oF4Zs5Uxu4fpwHZ6wM7dhMGcMqSfo	pubkey	41049c789ee73ccbc41c7e9864128969b8d54370ed4cd3eed5fa55deb3ed6606292fffb3d3192c112b9f4cabd0b6b2cff271473904b3566dc99e6044630fdcdadadaac	1	1
40706	6c2ce97c81a2ff695f6887fbcafc7d38e2921308c354da9edad4ab84bfbc9ea7	0	2010-02-17 01:36:12	5000000000	0.5	1NzEbXJDUo1raySYACiJWt2dqHN8yWcTgH	pubkey	4104ff7663b8160c0ce2a6421c924173be27050934f460803b95cf2ec8466cc20259523935eacb3a00c37ac847f7ae1b7523bc53c65a0c81569ea1b3441a57eccbf8ac	1	1
40707	deceaad883a7e93d8e24b6a88baac289cb84c6ab6b3b024aa9567683b662f367	0	2010-02-17 01:41:34	5000000000	0.5	1J9gwMa7WZkTmhTL32hFayKSksv9kP1XMA	pubkey	4104a671de9613ba904420025f030cc98f59e51c593af963b5337c8f244cb58c3dfe025c7ea21079ea859a79fc60b143ddac546b238884bdb0bd6c7e1b6db6f05631ac	1	1
40708	86ecca03069bb9df68e3351be0ae3dd780fe472083daf4446aec9440a349db08	0	2010-02-17 01:41:53	5000000000	0.5	1EEWpvrUmMU4XpD6eunpN68H2ZMVzhFQrH	pubkey	410497c1ffa1f59ad6c8b9188c60cdd2b4bf7e9ac644b0e80992f625686f3b50e929474d29f89c4d0b8109e02a8742b8b7df4a22d385fde2b057372c50a623d99109ac	1	1
40709	027b2f1d6a8ae0c1b93cafd7620777a026201a8bde628ff8ebde2bc824e72c37	0	2010-02-17 01:42:31	5000000000	0.5	1HWmjhkHJDwi7HFGRiwRSLXXAqkRLyCZBs	pubkey	4104e7027717a910bc35ba72238c633bb6bd7720829dfbc5334809354ffef9b5a30d050a6bf6e0bacd7a802b9b503ccfad79137fb8e0c36bdd41bcf3f4a406352e8fac	1	1
